timesteps,mean_reward
733,159.13666514285714
734,159.13666514285714
735,159.13666514285714
736,159.13666514285714
737,159.13666514285714
738,159.13666514285714
739,159.13666514285714
740,159.13666514285714
741,159.13666514285714
742,159.13666514285714
743,159.13666514285714
744,159.13666514285714
745,159.13666514285714
746,159.13666514285714
747,159.13666514285714
748,159.13666514285714
749,159.13666514285714
750,159.13666514285714
751,159.13666514285714
752,159.13666514285714
753,159.13666514285714
754,159.13666514285714
755,159.13666514285714
756,159.13666514285714
757,159.13666514285714
758,159.13666514285714
759,159.13666514285714
760,159.13666514285714
761,159.13666514285714
762,159.13666514285714
763,159.13666514285714
764,159.13666514285714
765,159.13666514285714
766,159.13666514285714
767,159.13666514285714
768,159.13666514285714
769,159.13666514285714
770,159.13666514285714
771,159.13666514285714
772,159.13666514285714
773,159.13666514285714
774,159.13666514285714
775,159.13666514285714
776,159.13666514285714
777,159.13666514285714
778,159.13666514285714
779,159.13666514285714
780,159.13666514285714
781,159.13666514285714
782,159.13666514285714
783,159.13666514285714
784,159.13666514285714
785,159.13666514285714
786,159.13666514285714
787,159.13666514285714
788,159.13666514285714
789,159.13666514285714
790,157.65906212500002
791,157.65906212500002
792,157.65906212500002
793,157.65906212500002
794,157.65906212500002
795,157.65906212500002
796,157.65906212500002
797,157.65906212500002
798,157.65906212500002
799,157.65906212500002
800,157.65906212500002
801,157.65906212500002
802,157.65906212500002
803,157.65906212500002
804,157.65906212500002
805,157.65906212500002
806,157.65906212500002
807,157.65906212500002
808,157.65906212500002
809,157.65906212500002
810,157.65906212500002
811,157.65906212500002
812,157.65906212500002
813,157.65906212500002
814,157.65906212500002
815,157.65906212500002
816,157.65906212500002
817,157.65906212500002
818,157.65906212500002
819,157.65906212500002
820,157.65906212500002
821,157.65906212500002
822,157.65906212500002
823,157.65906212500002
824,157.65906212500002
825,157.65906212500002
826,157.65906212500002
827,157.65906212500002
828,157.65906212500002
829,157.65906212500002
830,157.65906212500002
831,157.65906212500002
832,157.65906212500002
833,157.65906212500002
834,157.65906212500002
835,157.65906212500002
836,157.65906212500002
837,157.65906212500002
838,157.65906212500002
839,157.65906212500002
840,157.65906212500002
841,157.65906212500002
842,157.65906212500002
843,157.65906212500002
844,157.65906212500002
845,157.65906212500002
846,157.65906212500002
847,157.65906212500002
848,157.65906212500002
849,157.65906212500002
850,157.65906212500002
851,157.65906212500002
852,157.65906212500002
853,157.65906212500002
854,157.65906212500002
855,157.65906212500002
856,157.65906212500002
857,157.65906212500002
858,157.65906212500002
859,157.65906212500002
860,157.65906212500002
861,157.65906212500002
862,157.65906212500002
863,157.65906212500002
864,157.65906212500002
865,157.65906212500002
866,157.65906212500002
867,157.65906212500002
868,157.65906212500002
869,157.65906212500002
870,157.65906212500002
871,157.65906212500002
872,157.65906212500002
873,157.65906212500002
874,157.65906212500002
875,157.65906212500002
876,157.65906212500002
877,157.65906212500002
878,157.65906212500002
879,157.65906212500002
880,157.65906212500002
881,157.65906212500002
882,156.32963155555558
883,156.32963155555558
884,156.32963155555558
885,156.32963155555558
886,156.32963155555558
887,156.32963155555558
888,156.32963155555558
889,156.32963155555558
890,156.32963155555558
891,156.32963155555558
892,156.32963155555558
893,156.32963155555558
